000003060_000010950.wav|poppy somerville believed in soulmates. call her crazy, or naive, or hopelessly romantic if you want she´d heard it all
000011070_000020700.wav|but ever since she sneaked her first drugstore romance novel to read under the covers at night, shed believed. that there was someone for everyone  a pot for every lid.
000020880_000023070.wav|a place her heart could find a home.
000038370_000044700.wav|its why, when she finally sat down to write her very own book, a love story was the only thing on her mind.
000044880_000052050.wav|now, a few years and half a dozen novels later, she had millions of readers all over the world because they wanted to believe, too.
000052470_000101140.wav|some people rolled their eyes, but poppy didn´t care. she figured there was something brave about that kind of hope, especially with so much darkness in the world.
000101290_000108160.wav|love was worth taking a risk on, no matter how easy it seemed just to play it safe and settle for something less than the one.
000108550_000116050.wav|so why did she have a tight knot in the pit of her stomach just thinking about the wedding that should have been happening twenty thousand feet below her right now?
000116470_000125230.wav|She could picture it perfectly she´d selected every detail. She knew the music that would have been playing, the white roses decorating the chapel pews.
000125380_000133810.wav|it was her dream wedding from start to finish—and it was all still just a dream. because she’d broken things off just two weeks before the ceremony.
000146410_000155650.wav|“don’t worry, it’s nearly over.”, poppy snapped her head around. the lady in the next seat paused her knitting and offered a sympathetic smile.
000155830_000204230.wav|“we’ll be landing soon. this is always a bumpy ride, those atlantic winds.”, poppy managed a faint reply.
000204380_000208460.wav|she was gripping the armrest so hard, her knuckles were turning white.
000220940_000228770.wav|the plane lurched, and poppy bit back a whimper. it was the turbulence, she told herself. definitely the flight.
000229190_000236150.wav|“do you want to try and take your mind off it?”, the woman asked, friendly. “i have a book you can read, if you’d like.”
000236570_000242690.wav|she rummaged in her purse, then pulled out a paperback. poppy recognized the cover in an instant.
000242840_000252530.wav|it was her first book—the one that had propelled her from beavering away at a tiny cubicle at a temp job in the city, to . . . beavering away in a tiny office in her apartment, instead.
000252710_000259220.wav|contrary to popular opinion, bestselling authors weren’t all jet-setting around the world to exotic locations.
000259460_000305550.wav|the advance on that book had barely paid off the last of her student loans and bought a good bottle of wine to celebrate.
000305730_000309690.wav|but still, toasting the deal that night, she’d never been prouder.
000309840_000319710.wav|and even though her deals had grown along with her readership, poppy knew that doing what she loved every day was the real prize. and sharing her stories with readers around the world.
000321030_000326130.wav|she took the book and pretended to look over the jacket, even though she knew every word by heart.
000326310_000336000.wav|bounced for joy when those first advance copies had arrived, holding it in her hand for the very first time. “are you enjoying it?”, she couldn’t help asking.
000336150_000345060.wav|she always loved to get reviews, no matter how hard she tried to stay away. yes,” the woman said promptly, and poppy glowed with pride.
000345210_000351960.wav|love all her books,” she continued. “she has a way of writing, you really feel the passion of the relationship.
000352170_000400120.wav|i bet her husband’s one in a million, to make her write like this.”, poppy came back down to earth with a bump that jolted more than the plane.
000400300_000409870.wav|she knew all her fans thought she was having breathless affairs, or settled with the man of her dreams, but the woman in seat 12b couldn’t have been further from the truth—especially now.
000410320_000419530.wav|luckily, before she could reply, the overhead announcement switched on. “ladies and gentlemen, we’re ready to make our descent into boston international.
000419710_000425980.wav|thank you for joining us on this flight, if you could stow all baggage, poppy let out a sigh of relief.
000426100_000430930.wav|she could see the city lights spread out below them now, still dark before sunrise.
000431050_000440650.wav|she’d only been able to get a midnight flight from new york at the last minute, she’d been in such a hurry to get out of town. “there you go.”, her companion smiled.
000440800_000447970.wav|almost made it! just a few bumps and we’ll be back on solid ground.”, poppy wished it could be so simple.
000448180_000457780.wav|when they disembarked at the gate and she switched her phone back on, she found a dozen text messages waiting for her—all of them marked with the capital letters of increasing urgency.
000458170_000506600.wav|don’t look at your messages. seriously – don’t look, banning you from facebook. (call me, i love you)
000506990_000512930.wav|her best friend, summer. poppy knew she meant well, but now there was no way she wasn’t going to look.
000513080_000522350.wav|she stepped back from the scrum at the baggage carousel and took a deep breath, bracing herself before she clicked through to facebook and saw the notifications waiting for her.
000522770_000530930.wav|congratulations, owen and poppy! poppy felt a weird out-of-body sensation, like she was looking at herself in another life.
000531050_000541040.wav|her inbox was full: best wishes from distant relatives and old co-workers and old grade-school classmates she hadn’t seen in twenty years. best of luck for your life together.
000541190_000550400.wav|here’s to a beautiful bride! in all the rush to cancel everything and make sure all their guests were notified, poppy hadn’t thought to update her social media profile.
000550580_000559580.wav|it was just the same as it had been two weeks ago, with her engagement photo beaming out from the front page and a wall full of excited wedding countdowns from her family.
000600000_000608280.wav|but the photo didn’t show the doubts whirling in her mind, even then. or the sinking feeling in the pit of her stomach every time she looked at her engagement ring,
000608280_000613590.wav|picked out a wedding dress, and tasted cake samples with their moms cooing over every slice.
000613740_000622710.wav|it felt like the walls were closing in on her, crushing her with icy panic, until she’d woken up in a cold sweat and known without a doubt she couldn’t go through with it.
000622890_000627480.wav|she didn’t love owen, not the way she needed to if she was going to say those vows.
